year;field;field_name;planting_date;latitude;longitude;Dias_a_R1;MAT;repNumber;set_rm
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;50;110.4014282;1;8.3
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;53;112;1;8.4
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;53;111;1;8.5
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;50;111;1;8.3
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;56;118;1;9
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;53;112;1;8.5
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;56;117.5;1;8.7
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;54;113;1;8.6
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;54.5;114.5;1;8.7
2015;TAS1;2015_TAS1_DJ42325_-8.44588;17/11/2015;-8.44588;-45.93181;50.5;109.5;1;8.3
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;37;115;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;35;100;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;39;112;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;33;100;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;50.5;117.5;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;48;117.5;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;33;95;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;37;115;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;47;115;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;49;119;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;47;117.5;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;35;100;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;35;95;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;35;115;2;7.2
2015;GJ4C;2015_GJ4C_DJ42308_-15.4383021999999;31/10/2015;-15.4383022;-54.9665383;37;115;2;7.2
2015;CA07;2015_CA07_DJ42305_-13.4696788;28/10/2015;-13.4696788;-52.2295969;35;118;1;8.2
2015;CA07;2015_CA07_DJ42305_-13.4696788;28/10/2015;-13.4696788;-52.2295969;38;114;1;8.2
2015;CA07;2015_CA07_DJ42305_-13.4696788;28/10/2015;-13.4696788;-52.2295969;38;114;1;8.2
2015;CA07;2015_CA07_DJ42305_-13.4696788;28/10/2015;-13.4696788;-52.2295969;38;113;1;8.2
2015;CA01;2015_CA01_DJ42305_-13.4667212;28/10/2015;-13.4667212;-52.2296362;35;113;1;8.5
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;36;107;1;7.7
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;42;108.5;1;8
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;46;115;1;8.4
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;36;104;1;7.7
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;41;111;1;7.9
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;42;107.5;1;8
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;41;111;1;8
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;43;111;1;8
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;41;109;1;7.8
2015;CA02;2015_CA02_DJ42314_-13.469541;06/11/2015;-13.469541;-52.2300806;43;111;1;8.1
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;45;118;1;8.4
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;45;119;1;8.4
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;46.5;119;1;8.7
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;44.5;114.5;1;8.2
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;44;115.5;1;8.3
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;44;111;1;8.2
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;46;116.5;1;8.5
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;48;121;1;8.7
2015;CA03;2015_CA03_DJ42315_-13.4671103;07/11/2015;-13.4671103;-52.2304372;44;109.5;1;8.3
2015;CA04;2015_CA04_DJ42317_-13.4672511999999;09/11/2015;-13.4672512;-52.2308252;48;124;1;8.7
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;37;106.5;1;7.7
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;38;111;1;8
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;43;120.5;1;8.7
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;34.5;104;1;7.7
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;37.5;110;1;7.9
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;36;110.5;1;8
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;38;112;1;8
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;38;113;1;8
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;43;115;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;44;109;1;8.3
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;114;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;38;111;1;7.8
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;42;114;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;37.5;103;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;106;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;110;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;34;110;1;7.9
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;103;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;104;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;107;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;37;106;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;110;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;114;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;113;1;8.2
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;105;1;8.1
2015;NMT;2015_NMT_DJ42307_-13.9150125;30/10/2015;-13.9150125;-56.1147927;40;114;1;8.2
2015;C78B;2015_C78B_DJ42307_-11.628514;30/10/2015;-11.628514;-56.2552636;29;107;1;7.2
2015;C78B;2015_C78B_DJ42307_-11.628514;30/10/2015;-11.628514;-56.2552636;38.5;117.5;1;7.2
2015;C78B;2015_C78B_DJ42307_-11.628514;30/10/2015;-11.628514;-56.2552636;46;124;1;7.2
2015;SAP2;2015_SAP2_DJ42304_-13.2917;27/10/2015;-13.2917;-58.7446;49;113;1;8.3
2015;X41F;2015_X41F_DJ42305_-13.4106071;28/10/2015;-13.4106071;-58.7744691;30;104;2;7.2
2015;X41F;2015_X41F_DJ42305_-13.4106071;28/10/2015;-13.4106071;-58.7744691;44.5;113.5;2;7.2
2015;X41F;2015_X41F_DJ42305_-13.4106071;28/10/2015;-13.4106071;-58.7744691;30;104;2;7.2
